id,rain,period,SUM(weather_info.Temperature_Comedor_Sensor),SUM(weather_info.Temperature_Habitacion_Sensor),SUM(weather_info.Weather_Temperature),SUM(weather_info.CO_Comedor_Sensor),SUM(weather_info.CO_Habitacion_Sensor),SUM(weather_info.Humedad_Comedor_Sensor),SUM(weather_info.Humedad_Habitacion_Sensor),SUM(weather_info.Lighting_Comedor_Sensor),SUM(weather_info.Lighting_Habitacion_Sensor),SUM(weather_info.Meteo_Exterior_Crepusculo),SUM(weather_info.Meteo_Exterior_Viento),SUM(weather_info.Meteo_Exterior_Sol_Oest),SUM(weather_info.Meteo_Exterior_Sol_Est),SUM(weather_info.Meteo_Exterior_Sol_Sud),SUM(weather_info.Meteo_Exterior_Piranometro),SUM(weather_info.Exterior_Entalpic_),SUM(weather_info.Exterior_Entalpic_.1),SUM(weather_info.Exterior_Entalpic_turbo),SUM(weather_info.Temperature_Exterior_Sensor),SUM(weather_info.Humedad_Exterior_Sensor),SUM(weather_info.Day_Of_Week),MIN(weather_info.Temperature_Comedor_Sensor),MIN(weather_info.Temperature_Habitacion_Sensor),MIN(weather_info.Weather_Temperature),MIN(weather_info.CO_Comedor_Sensor),MIN(weather_info.CO_Habitacion_Sensor),MIN(weather_info.Humedad_Comedor_Sensor),MIN(weather_info.Humedad_Habitacion_Sensor),MIN(weather_info.Lighting_Comedor_Sensor),MIN(weather_info.Lighting_Habitacion_Sensor),MIN(weather_info.Meteo_Exterior_Crepusculo),MIN(weather_info.Meteo_Exterior_Viento),MIN(weather_info.Meteo_Exterior_Sol_Oest),MIN(weather_info.Meteo_Exterior_Sol_Est),MIN(weather_info.Meteo_Exterior_Sol_Sud),MIN(weather_info.Meteo_Exterior_Piranometro),MIN(weather_info.Exterior_Entalpic_),MIN(weather_info.Exterior_Entalpic_.1),MIN(weather_info.Exterior_Entalpic_turbo),MIN(weather_info.Temperature_Exterior_Sensor),MIN(weather_info.Humedad_Exterior_Sensor),MIN(weather_info.Day_Of_Week),MAX(weather_info.Temperature_Comedor_Sensor),MAX(weather_info.Temperature_Habitacion_Sensor),MAX(weather_info.Weather_Temperature),MAX(weather_info.CO_Comedor_Sensor),MAX(weather_info.CO_Habitacion_Sensor),MAX(weather_info.Humedad_Comedor_Sensor),MAX(weather_info.Humedad_Habitacion_Sensor),MAX(weather_info.Lighting_Comedor_Sensor),MAX(weather_info.Lighting_Habitacion_Sensor),MAX(weather_info.Meteo_Exterior_Crepusculo),MAX(weather_info.Meteo_Exterior_Viento),MAX(weather_info.Meteo_Exterior_Sol_Oest),MAX(weather_info.Meteo_Exterior_Sol_Est),MAX(weather_info.Meteo_Exterior_Sol_Sud),MAX(weather_info.Meteo_Exterior_Piranometro),MAX(weather_info.Exterior_Entalpic_),MAX(weather_info.Exterior_Entalpic_.1),MAX(weather_info.Exterior_Entalpic_turbo),MAX(weather_info.Temperature_Exterior_Sensor),MAX(weather_info.Humedad_Exterior_Sensor),MAX(weather_info.Day_Of_Week),MEAN(weather_info.Temperature_Comedor_Sensor),MEAN(weather_info.Temperature_Habitacion_Sensor),MEAN(weather_info.Weather_Temperature),MEAN(weather_info.CO_Comedor_Sensor),MEAN(weather_info.CO_Habitacion_Sensor),MEAN(weather_info.Humedad_Comedor_Sensor),MEAN(weather_info.Humedad_Habitacion_Sensor),MEAN(weather_info.Lighting_Comedor_Sensor),MEAN(weather_info.Lighting_Habitacion_Sensor),MEAN(weather_info.Meteo_Exterior_Crepusculo),MEAN(weather_info.Meteo_Exterior_Viento),MEAN(weather_info.Meteo_Exterior_Sol_Oest),MEAN(weather_info.Meteo_Exterior_Sol_Est),MEAN(weather_info.Meteo_Exterior_Sol_Sud),MEAN(weather_info.Meteo_Exterior_Piranometro),MEAN(weather_info.Exterior_Entalpic_),MEAN(weather_info.Exterior_Entalpic_.1),MEAN(weather_info.Exterior_Entalpic_turbo),MEAN(weather_info.Temperature_Exterior_Sensor),MEAN(weather_info.Humedad_Exterior_Sensor),MEAN(weather_info.Day_Of_Week)
1,0,11:45,93.86290000000001,92.1776,61.8,1092.2369999999999,1094.341,199.1629,211.0543,407.79729999999995,567.1030000000001,3114.198,9.09829,79532.94,51917.479999999996,476987.4,3815.98,0,0,0,94.41369999999999,236.11329999999998,10.0,18.1875,17.8275,0.0,216.56,216.08,39.772,42.0686,81.42399999999999,113.03399999999999,622.4,1.42625,9690.24,9208.32,95354.9,758.88,0,0,0,18.115,45.4743,2.0,19.3721,19.0414,20.0,219.947,221.92,39.9267,42.415,81.7413,113.605,623.36,2.3607099999999996,26349.0,12604.2,95436.8,766.2510000000001,0,0,0,19.74,48.375,2.0,18.77258,18.43552,12.36,218.44739999999996,218.86819999999997,39.83258,42.210860000000004,81.55945999999999,113.42060000000001,622.8396,1.819658,15906.588,10383.496,95397.48000000001,763.196,0,0,0,18.88274,47.22266,2.0
2,0,13:00,100.76870000000001,98.65469999999999,100.0,1086.0149999999999,1075.594,199.3947,210.1921,405.91200000000003,504.5547,3107.563,11.382000000000001,299584.1,43817.990000000005,464950.7,3591.808,0,0,0,104.3014,226.1333,10.0,19.6407,19.2773,20.0,215.34900000000002,213.90900000000002,39.8107,41.9947,81.024,83.3547,620.309,1.9240000000000002,36511.7,8501.25,87217.5,677.675,0,0,0,20.166,44.968,2.0,20.64,20.1407,20.0,218.389,216.011,39.9587,42.1253,81.36,113.6,622.4,2.65333,80076.8,9046.02,95354.9,752.683,0,0,0,21.5227,45.5467,2.0,20.153740000000003,19.730939999999997,20.0,217.20299999999997,215.11880000000002,39.87894,42.03842,81.1824,100.91094000000001,621.5126,2.2764,59916.81999999999,8763.598000000002,92990.14,718.3616,0,0,0,20.86028,45.226659999999995,2.0
3,0,14:15,106.0292,104.9793,98.66669999999999,1074.751,1088.544,204.3294,207.9908,226.4212,282.2214,3097.1949999999997,11.95134,445601.10000000003,47860.740000000005,339015.10000000003,2895.253,0,0,0,110.0653,222.46669999999995,10.0,20.8453,20.3267,19.0,213.173,213.312,39.9813,40.6347,34.476,40.16,619.1569999999999,1.732,86682.3,9182.21,52794.7,503.744,0,0,0,21.756,43.983999999999995,2.0,21.488000000000003,21.8467,20.0,216.25599999999997,222.528,41.88,42.7067,61.0693,83.6107,619.755,2.82667,91406.3,9963.52,81720.7,648.427,0,0,0,22.1373,44.7947,2.0,21.205840000000002,20.99586,19.73334,214.9502,217.70880000000002,40.86588,41.59816,45.28424,56.444280000000006,619.439,2.390268,89120.22,9572.148000000001,67803.02,579.0506,0,0,0,22.01306,44.49333999999999,2.0
4,0,15:30,108.0693,113.4293,90.8667,1050.624,1075.626,213.5226,201.6507,115.4773,124.812,3093.2259999999997,8.446670000000001,426106.8999999999,37997.57,147288.09999999998,1837.355,0,0,0,107.2253,226.57860000000002,10.0,21.524,22.1573,18.0,209.408,213.632,41.976000000000006,39.6133,20.822,22.244,618.5169999999999,1.59,78588.6,6831.1,16318.5,271.723,0,0,0,20.9373,45.071999999999996,2.0,21.6853,23.2,18.6667,211.157,217.58900000000003,43.3653,40.8867,31.1267,32.248000000000005,618.944,1.89133,89134.4,8651.78,44743.3,460.523,0,0,0,21.9373,45.6773,2.0,21.61386,22.685859999999998,18.17334,210.1248,215.1252,42.70452,40.33014,23.09546,24.9624,618.6451999999999,1.6893340000000001,85221.37999999998,7599.514,29457.619999999995,367.471,0,0,0,21.44506,45.315720000000006,2.0
5,0,16:45,108.9093,119.11859999999999,92.4,1059.446,1083.4669999999999,206.104,190.632,102.42409999999998,116.27730000000001,3084.138,6.988667,186043.33999999997,20464.64,32991.25,537.7573000000001,0,0,0,101.1101,223.91200000000003,10.0,21.7133,23.436,18.0,211.051,216.299,40.8667,37.711999999999996,19.4407,22.784000000000002,615.36,0.8446670000000001,2207.74,1576.96,1512.45,15.57,0,0,0,19.756,43.2747,2.0,21.831999999999997,24.1413,19.0,212.715,217.067,41.52,39.084,20.9207,23.5853,617.92,1.94733,74555.4,6515.71,12792.5,222.44299999999998,0,0,0,20.7107,47.0693,2.0,21.78186,23.823719999999998,18.48,211.8892,216.69339999999997,41.220800000000004,38.126400000000004,20.484819999999996,23.255460000000003,616.8276,1.3977334000000001,37208.66799999999,4092.928,6598.25,107.55146000000002,0,0,0,20.22202,44.78240000000001,2.0
6,0,18:00,107.6107,119.5934,87.86670000000001,1051.105,1079.2749999999999,218.0799,196.3213,57.55330000000001,74.514,1356.81567,3.762,1017.86,222.208,293.888,-9.18467,0,0,0,95.1346,266.23470000000003,10.0,21.3747,23.2867,17.0,209.792,214.987,41.992,37.8373,11.4427,13.0213,0.782,0.228,0.0,0.0,0.0,-3.904,0,0,0,18.4967,49.5467,2.0,21.66,24.38,18.0,210.763,217.088,44.68,40.751999999999995,11.5887,21.4213,614.592,1.442,1017.86,222.208,293.888,5.00933,0,0,0,19.5273,55.751999999999995,2.0,21.52214,23.918680000000002,17.57334,210.221,215.85499999999996,43.61598,39.26426,11.510660000000001,14.9028,271.363134,0.7524,203.572,44.4416,58.77759999999999,-1.836934,0,0,0,19.02692,53.24694000000001,2.0
7,0,19:15,105.4733,112.83469999999998,77.5334,1051.178,1074.453,223.12,209.9334,57.5366,65.73989999999999,3.25,2.5620000000000003,0.0,0.0,0.0,-18.47467,0,0,0,88.96269999999998,285.648,10.0,20.9053,22.1227,15.0,209.877,213.888,44.3227,41.2507,11.3113,12.7773,0.65,0.110667,0.0,0.0,0.0,-3.904,0,0,0,17.3707,56.0213,2.0,21.276,23.031999999999996,16.2667,210.667,216.0,44.8213,42.6267,11.67,13.5413,0.65,0.716,0.0,0.0,0.0,-3.5773300000000003,0,0,0,18.23,57.9147,2.0,21.094659999999998,22.566939999999995,15.50668,210.23560000000003,214.8906,44.624,41.98668,11.50732,13.147979999999999,0.65,0.5124000000000001,0.0,0.0,0.0,-3.694934,0,0,0,17.792539999999995,57.1296,2.0
8,0,20:30,103.11930000000001,107.6813,73.6667,1050.539,1074.2089999999998,219.6294,214.18929999999997,57.92880000000001,65.1033,3.294,0.25133300000000003,0.0,0.0,0.0,-17.49466,0,0,0,83.42269999999999,286.1039,10.0,20.43,21.148000000000003,14.0667,209.21599999999998,213.675,43.623999999999995,42.7493,11.4427,12.5813,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,16.22,57.1467,2.0,20.816,21.9347,15.0,211.04,216.832,44.4693,42.9227,11.7847,13.2653,0.6940000000000001,0.132,0.0,0.0,0.0,-3.38133,0,0,0,17.1607,57.3653,2.0,20.62386,21.53626,14.733340000000002,210.1078,214.84179999999998,43.92588,42.83785999999999,11.585760000000002,13.020660000000001,0.6588,0.05026660000000001,0.0,0.0,0.0,-3.498932,0,0,0,16.68454,57.220780000000005,2.0
9,0,21:45,100.548,103.242,58.6666,1065.163,1095.8090000000002,214.60789999999997,215.35459999999998,58.0433,65.2687,3.25,0.0,0.0,0.0,0.0,-17.23334,0,0,0,78.634,289.07460000000003,10.0,19.9007,20.3147,10.1333,211.317,217.86700000000002,42.6853,42.9413,11.524000000000001,12.8587,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,15.4147,57.5253,2.0,20.3147,20.9813,12.9333,214.827,219.74400000000003,43.2,43.1813,11.7847,13.184000000000001,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,16.0547,58.0133,2.0,20.1096,20.648400000000002,11.73332,213.0326,219.16180000000003,42.92157999999999,43.070919999999994,11.60866,13.05374,0.65,0.0,0.0,0.0,0.0,-3.446668,0,0,0,15.7268,57.81492000000001,2.0
10,0,23:00,97.82000000000001,99.21000000000001,52.6,1080.662,1110.069,208.72799999999998,216.1173,57.7826,66.97540000000001,3.25,0.0,0.0,0.0,0.0,-16.71067,0,0,0,74.27199999999999,289.2027,10.06667,19.3327,19.526,10.0,214.33599999999998,219.797,41.3467,43.1573,11.524000000000001,12.94,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,14.4433,57.5627,2.0,19.7953,20.164,11.0,217.835,223.49900000000002,42.1973,43.248000000000005,11.6053,14.4027,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,15.26,58.048,2.0666700000000002,19.564,19.842000000000002,10.52,216.13240000000002,222.0138,41.745599999999996,43.22346,11.55652,13.395080000000002,0.65,0.0,0.0,0.0,0.0,-3.342134,0,0,0,14.854399999999998,57.84054,2.013334
